Period,From,From_Label,To,To_Label,Area_km2
2018-2019,9,Wetland,16,Permanent ice and snow,0.0045
2018-2019,9,Wetland,20,Forest,428.4144
2018-2019,11,Lichens and Mosses,5,Shrubland,43.1568
2018-2019,11,Lichens and Mosses,7,Grassland,26.2089
2018-2019,11,Lichens and Mosses,8,Cropland,50.274
2018-2019,11,Lichens and Mosses,9,Wetland,3.2535
2018-2019,11,Lichens and Mosses,11,Lichens and Mosses,814.7916
2018-2019,11,Lichens and Mosses,12,Bareland,10.6137
2018-2019,11,Lichens and Mosses,13,Built-up,7.2216
2018-2019,11,Lichens and Mosses,15,Water,2.0754
2018-2019,11,Lichens and Mosses,16,Permanent ice and snow,0.0072
2018-2019,11,Lichens and Mosses,20,Forest,12.1023
2018-2019,12,Bareland,5,Shrubland,268.1901
2018-2019,12,Bareland,7,Grassland,592.5708
2018-2019,12,Bareland,8,Cropland,1046.1609
2018-2019,12,Bareland,9,Wetland,1480.6602
2018-2019,12,Bareland,11,Lichens and Mosses,4.338
2018-2019,12,Bareland,12,Bareland,1079175.3237
2018-2019,12,Bareland,13,Built-up,275.1093
2018-2019,12,Bareland,15,Water,60.2523
2018-2019,12,Bareland,16,Permanent ice and snow,0.3807
2018-2019,12,Bareland,20,Forest,60.5655
2018-2019,13,Built-up,5,Shrubland,790.9569
2018-2019,13,Built-up,7,Grassland,659.2167
2018-2019,13,Built-up,8,Cropland,5060.6703
2018-2019,13,Built-up,9,Wetland,79.1343
2018-2019,13,Built-up,11,Lichens and Mosses,8.3862
2018-2019,13,Built-up,12,Bareland,294.9462
2018-2019,13,Built-up,13,Built-up,112979.8845
2018-2019,13,Built-up,15,Water,21.2661
2018-2019,13,Built-up,16,Permanent ice and snow,0.7947
2018-2019,13,Built-up,20,Forest,502.2936
2018-2019,15,Water,5,Shrubland,34.3809
2018-2019,15,Water,7,Grassland,3.6486
2018-2019,15,Water,8,Cropland,23.5521
2018-2019,15,Water,9,Wetland,1295.091
2018-2019,15,Water,11,Lichens and Mosses,0.6426
2018-2019,15,Water,12,Bareland,47.2509
2018-2019,15,Water,13,Built-up,19.9314
2018-2019,15,Water,15,Water,3534357.474
2018-2019,15,Water,16,Permanent ice and snow,1.2906
2018-2019,15,Water,20,Forest,43.1226
2018-2019,16,Permanent ice and snow,5,Shrubland,4.4901
2018-2019,16,Permanent ice and snow,7,Grassland,1.1592
2018-2019,16,Permanent ice and snow,8,Cropland,0.9738
2018-2019,16,Permanent ice and snow,9,Wetland,0.0117
2018-2019,16,Permanent ice and snow,11,Lichens and Mosses,0.0432
2018-2019,16,Permanent ice and snow,12,Bareland,4.1778
2018-2019,16,Permanent ice and snow,13,Built-up,0.6597
2018-2019,16,Permanent ice and snow,15,Water,9.8577
2018-2019,16,Permanent ice and snow,16,Permanent ice and snow,4734.0522
2018-2019,16,Permanent ice and snow,20,Forest,7.0119
2018-2019,20,Forest,5,Shrubland,3320.127
2018-2019,20,Forest,7,Grassland,847.7757
2018-2019,20,Forest,8,Cropland,6704.3556
2018-2019,20,Forest,9,Wetland,405.5877
2018-2019,20,Forest,11,Lichens and Mosses,14.5899
2018-2019,20,Forest,12,Bareland,61.5798
2018-2019,20,Forest,13,Built-up,425.5056
2018-2019,20,Forest,15,Water,102.591
2018-2019,20,Forest,16,Permanent ice and snow,0.6678
2018-2019,20,Forest,20,Forest,1094651.2269
2019-2020,5,Shrubland,5,Shrubland,459445.7835
2019-2020,5,Shrubland,7,Grassland,1254.0528
2019-2020,5,Shrubland,8,Cropland,5838.3621
2019-2020,5,Shrubland,9,Wetland,377.9748
2019-2020,5,Shrubland,11,Lichens and Mosses,40.7241
2019-2020,5,Shrubland,12,Bareland,265.8627
2019-2020,5,Shrubland,13,Built-up,767.8854
2019-2020,5,Shrubland,15,Water,35.6814
2019-2020,5,Shrubland,16,Permanent ice and snow,0.8595
2019-2020,5,Shrubland,20,Forest,3599.8776
2019-2020,7,Grassland,5,Shrubland,1384.2414
2019-2020,7,Grassland,7,Grassland,481725.4419
2019-2020,7,Grassland,8,Cropland,7003.7631
2019-2020,7,Grassland,9,Wetland,162.0027
2019-2020,7,Grassland,11,Lichens and Mosses,31.8519
2019-2020,7,Grassland,12,Bareland,766.7325
2019-2020,7,Grassland,13,Built-up,646.5087
2019-2020,7,Grassland,15,Water,6.561
2019-2020,7,Grassland,16,Permanent ice and snow,0.3195
2019-2020,7,Grassland,20,Forest,864.3672
2019-2020,8,Cropland,5,Shrubland,6123.0447
2019-2020,8,Cropland,7,Grassland,8487.7731
2019-2020,8,Cropland,8,Cropland,1732549.2687
2019-2020,8,Cropland,9,Wetland,686.8314
2019-2020,8,Cropland,11,Lichens and Mosses,59.6124
2019-2020,8,Cropland,12,Bareland,817.3899
2019-2020,8,Cropland,13,Built-up,4883.0355
2019-2020,8,Cropland,15,Water,50.5683
2019-2020,8,Cropland,16,Permanent ice and snow,0.2871
2019-2020,8,Cropland,20,Forest,5936.391
2019-2020,9,Wetland,5,Shrubland,588.4497
2019-2020,9,Wetland,7,Grassland,150.8004
2019-2020,9,Wetland,8,Cropland,754.137
2019-2020,9,Wetland,9,Wetland,40405.7646
2019-2020,9,Wetland,11,Lichens and Mosses,1.7766
2019-2020,9,Wetland,12,Bareland,1330.2693
2019-2020,9,Wetland,13,Built-up,78.6789
2019-2020,9,Wetland,15,Water,1146.123
2019-2020,9,Wetland,16,Permanent ice and snow,0.0045
2019-2020,9,Wetland,20,Forest,444.8088
2019-2020,11,Lichens and Mosses,5,Shrubland,34.2099
2019-2020,11,Lichens and Mosses,7,Grassland,24.615
2019-2020,11,Lichens and Mosses,8,Cropland,47.8107
2019-2020,11,Lichens and Mosses,9,Wetland,1.4031
2019-2020,11,Lichens and Mosses,11,Lichens and Mosses,832.3353
2019-2020,11,Lichens and Mosses,12,Bareland,2.5632
2019-2020,11,Lichens and Mosses,13,Built-up,8.7939
2019-2020,11,Lichens and Mosses,15,Water,2.2005
2019-2020,11,Lichens and Mosses,16,Permanent ice and snow,0.0045
2019-2020,11,Lichens and Mosses,20,Forest,13.0896
2019-2020,12,Bareland,5,Shrubland,246.1716
2019-2020,12,Bareland,7,Grassland,431.7066
2019-2020,12,Bareland,8,Cropland,1314.7002
2019-2020,12,Bareland,9,Wetland,996.3468
2019-2020,12,Bareland,11,Lichens and Mosses,4.2183
2019-2020,12,Bareland,12,Bareland,1078851.1248
2019-2020,12,Bareland,13,Built-up,280.9458
2019-2020,12,Bareland,15,Water,62.0082
2019-2020,12,Bareland,16,Permanent ice and snow,1.4787
2019-2020,12,Bareland,20,Forest,47.9574
2019-2020,13,Built-up,5,Shrubland,860.4198
2019-2020,13,Built-up,7,Grassland,681.2271
2019-2020,13,Built-up,8,Cropland,4871.7162
2019-2020,13,Built-up,9,Wetland,95.4279
2019-2020,13,Built-up,11,Lichens and Mosses,7.3062
2019-2020,13,Built-up,12,Bareland,290.9016
2019-2020,13,Built-up,13,Built-up,112714.911
2019-2020,13,Built-up,15,Water,21.6324
2019-2020,13,Built-up,16,Permanent ice and snow,1.0323
2019-2020,13,Built-up,20,Forest,458.0037
2019-2020,15,Water,5,Shrubland,38.9871
2019-2020,15,Water,7,Grassland,3.492
2019-2020,15,Water,8,Cropland,31.5198
2019-2020,15,Water,9,Wetland,1322.5059
2019-2020,15,Water,11,Lichens and Mosses,0.2502
2019-2020,15,Water,12,Bareland,48.7647
2019-2020,15,Water,13,Built-up,20.466
2019-2020,15,Water,15,Water,3534702.1731
2019-2020,15,Water,16,Permanent ice and snow,3.1005
2019-2020,15,Water,20,Forest,44.4231
2019-2020,16,Permanent ice and snow,5,Shrubland,7.3719
2019-2020,16,Permanent ice and snow,7,Grassland,1.6578
2019-2020,16,Permanent ice and snow,8,Cropland,0.828
2019-2020,16,Permanent ice and snow,9,Wetland,0.0153
2019-2020,16,Permanent ice and snow,11,Lichens and Mosses,0.0954
2019-2020,16,Permanent ice and snow,12,Bareland,5.0886
2019-2020,16,Permanent ice and snow,13,Built-up,1.3374
2019-2020,16,Permanent ice and snow,15,Water,13.1913
2019-2020,16,Permanent ice and snow,16,Permanent ice and snow,4702.3704
2019-2020,16,Permanent ice and snow,20,Forest,5.7789
2019-2020,20,Forest,5,Shrubland,3371.1615
2019-2020,20,Forest,7,Grassland,814.6935
2019-2020,20,Forest,8,Cropland,6712.6347
2019-2020,20,Forest,9,Wetland,398.8485
2019-2020,20,Forest,11,Lichens and Mosses,13.9383
2019-2020,20,Forest,12,Bareland,63.3366
2019-2020,20,Forest,13,Built-up,452.6478
2019-2020,20,Forest,15,Water,87.858
2019-2020,20,Forest,16,Permanent ice and snow,2.367
2019-2020,20,Forest,20,Forest,1094134.8078
2020-2021,5,Shrubland,5,Shrubland,459652.1823
2020-2021,5,Shrubland,7,Grassland,1214.9865
2020-2021,5,Shrubland,8,Cropland,6389.2755
2020-2021,5,Shrubland,9,Wetland,466.0848
2020-2021,5,Shrubland,11,Lichens and Mosses,31.2588
2020-2021,5,Shrubland,12,Bareland,343.899
2020-2021,5,Shrubland,13,Built-up,784.3491
2020-2021,5,Shrubland,15,Water,29.9142
2020-2021,5,Shrubland,16,Permanent ice and snow,1.5075
2020-2021,5,Shrubland,20,Forest,3186.3897
2020-2021,7,Grassland,5,Shrubland,1497.8475
2020-2021,7,Grassland,7,Grassland,482561.5563
2020-2021,7,Grassland,8,Cropland,6768.6804
2020-2021,7,Grassland,9,Wetland,171.8811
2020-2021,7,Grassland,11,Lichens and Mosses,30.6162
2020-2021,7,Grassland,12,Bareland,932.4144
2020-2021,7,Grassland,13,Built-up,648.1926
2020-2021,7,Grassland,15,Water,9.6723
2020-2021,7,Grassland,16,Permanent ice and snow,0.4941
2020-2021,7,Grassland,20,Forest,954.1035
2020-2021,8,Cropland,5,Shrubland,5929.2459
2020-2021,8,Cropland,7,Grassland,8866.8162
2020-2021,8,Cropland,8,Cropland,1730659.6926
2020-2021,8,Cropland,9,Wetland,678.9654
2020-2021,8,Cropland,11,Lichens and Mosses,51.0741
2020-2021,8,Cropland,12,Bareland,1627.3755
2020-2021,8,Cropland,13,Built-up,4859.5176
2020-2021,8,Cropland,15,Water,67.0329
2020-2021,8,Cropland,16,Permanent ice and snow,0.18
2020-2021,8,Cropland,20,Forest,6384.8412
2020-2021,9,Wetland,5,Shrubland,596.0682
2020-2021,9,Wetland,7,Grassland,181.1907
2020-2021,9,Wetland,8,Cropland,975.1491
2020-2021,9,Wetland,9,Wetland,39629.8872
2020-2021,9,Wetland,11,Lichens and Mosses,2.3589
2020-2021,9,Wetland,12,Bareland,1494.0963
2020-2021,9,Wetland,13,Built-up,98.2836
2020-2021,9,Wetland,15,Water,1026.3501
2020-2021,9,Wetland,16,Permanent ice and snow,0.0045
2020-2021,9,Wetland,20,Forest,443.7297
2020-2021,11,Lichens and Mosses,5,Shrubland,39.3048
2020-2021,11,Lichens and Mosses,7,Grassland,27.2322
2020-2021,11,Lichens and Mosses,8,Cropland,56.1069
2020-2021,11,Lichens and Mosses,9,Wetland,1.3653
2020-2021,11,Lichens and Mosses,11,Lichens and Mosses,842.8473
2020-2021,11,Lichens and Mosses,12,Bareland,4.6098
2020-2021,11,Lichens and Mosses,13,Built-up,6.6681
2020-2021,11,Lichens and Mosses,15,Water,1.1295
2020-2021,11,Lichens and Mosses,16,Permanent ice and snow,0.027
2020-2021,11,Lichens and Mosses,20,Forest,12.8151
2020-2021,12,Bareland,5,Shrubland,223.6023
2020-2021,12,Bareland,7,Grassland,442.0278
2020-2021,12,Bareland,8,Cropland,585.6246
2020-2021,12,Bareland,9,Wetland,1123.1136
2020-2021,12,Bareland,11,Lichens and Mosses,1.5111
2020-2021,12,Bareland,12,Bareland,1079703.2619
2020-2021,12,Bareland,13,Built-up,279.6093
2020-2021,12,Bareland,15,Water,41.148
2020-2021,12,Bareland,16,Permanent ice and snow,1.1682
2020-2021,12,Bareland,20,Forest,40.9653
2020-2021,13,Built-up,5,Shrubland,888.9318
2020-2021,13,Built-up,7,Grassland,690.7644
2020-2021,13,Built-up,8,Cropland,5288.2281
2020-2021,13,Built-up,9,Wetland,76.6341
2020-2021,13,Built-up,11,Lichens and Mosses,8.1612
2020-2021,13,Built-up,12,Bareland,288.9468
2020-2021,13,Built-up,13,Built-up,112120.4133
2020-2021,13,Built-up,15,Water,24.1533
2020-2021,13,Built-up,16,Permanent ice and snow,0.8919
2020-2021,13,Built-up,20,Forest,468.0783
2020-2021,15,Water,5,Shrubland,45.3924
2020-2021,15,Water,7,Grassland,3.3957
2020-2021,15,Water,8,Cropland,31.6503
2020-2021,15,Water,9,Wetland,1589.4738
2020-2021,15,Water,11,Lichens and Mosses,0.3528
2020-2021,15,Water,12,Bareland,66.7602
2020-2021,15,Water,13,Built-up,20.2743
2020-2021,15,Water,15,Water,3534307.1262
2020-2021,15,Water,16,Permanent ice and snow,3.3435
2020-2021,15,Water,20,Forest,60.228
2020-2021,16,Permanent ice and snow,5,Shrubland,12.9078
2020-2021,16,Permanent ice and snow,7,Grassland,1.3635
2020-2021,16,Permanent ice and snow,8,Cropland,1.3041
2020-2021,16,Permanent ice and snow,9,Wetland,0.0243
2020-2021,16,Permanent ice and snow,11,Lichens and Mosses,0.1467
2020-2021,16,Permanent ice and snow,12,Bareland,17.5734
2020-2021,16,Permanent ice and snow,13,Built-up,3.2355
2020-2021,16,Permanent ice and snow,15,Water,30.9861
2020-2021,16,Permanent ice and snow,16,Permanent ice and snow,4631.0517
2020-2021,16,Permanent ice and snow,20,Forest,13.2309
2020-2021,20,Forest,5,Shrubland,3249.6687
2020-2021,20,Forest,7,Grassland,1054.0449
2020-2021,20,Forest,8,Cropland,7047.1611
2020-2021,20,Forest,9,Wetland,405.8073
2020-2021,20,Forest,11,Lichens and Mosses,12.0393
2020-2021,20,Forest,12,Bareland,59.5701
2020-2021,20,Forest,13,Built-up,443.1132
2020-2021,20,Forest,15,Water,58.824
2020-2021,20,Forest,16,Permanent ice and snow,1.2834
2020-2021,20,Forest,20,Forest,1093218.0021
2021-2022,5,Shrubland,5,Shrubland,466411.1526
2021-2022,5,Shrubland,7,Grassland,474.0075
2021-2022,5,Shrubland,8,Cropland,2724.1731
2021-2022,5,Shrubland,9,Wetland,391.8321
2021-2022,5,Shrubland,11,Lichens and Mosses,19.5894
2021-2022,5,Shrubland,12,Bareland,228.69
2021-2022,5,Shrubland,13,Built-up,730.1808
2021-2022,5,Shrubland,15,Water,32.0652
2021-2022,5,Shrubland,16,Permanent ice and snow,3.4497
2021-2022,5,Shrubland,20,Forest,1120.0014
2021-2022,7,Grassland,5,Shrubland,575.7381
2021-2022,7,Grassland,7,Grassland,490289.1957
2021-2022,7,Grassland,8,Cropland,2703.933
2021-2022,7,Grassland,9,Wetland,157.581
2021-2022,7,Grassland,11,Lichens and Mosses,11.6937
2021-2022,7,Grassland,12,Bareland,346.2174
2021-2022,7,Grassland,13,Built-up,591.9363
2021-2022,7,Grassland,15,Water,6.2262
2021-2022,7,Grassland,16,Permanent ice and snow,0.4158
2021-2022,7,Grassland,20,Forest,360.4311
2021-2022,8,Cropland,5,Shrubland,2435.6898
2021-2022,8,Cropland,7,Grassland,2945.0115
2021-2022,8,Cropland,8,Cropland,1744429.7178
2021-2022,8,Cropland,9,Wetland,763.8795
2021-2022,8,Cropland,11,Lichens and Mosses,25.8156
2021-2022,8,Cropland,12,Bareland,239.2596
2021-2022,8,Cropland,13,Built-up,4313.2977
2021-2022,8,Cropland,15,Water,47.6721
2021-2022,8,Cropland,16,Permanent ice and snow,0.3879
2021-2022,8,Cropland,20,Forest,2602.1529
2021-2022,9,Wetland,5,Shrubland,588.4623
2021-2022,9,Wetland,7,Grassland,174.4587
2021-2022,9,Wetland,8,Cropland,897.714
2021-2022,9,Wetland,9,Wetland,39877.6356
2021-2022,9,Wetland,11,Lichens and Mosses,1.989
2021-2022,9,Wetland,12,Bareland,964.1664
2021-2022,9,Wetland,13,Built-up,91.3689
2021-2022,9,Wetland,15,Water,1119.8061
2021-2022,9,Wetland,16,Permanent ice and snow,0.0099
2021-2022,9,Wetland,20,Forest,427.6269
2021-2022,11,Lichens and Mosses,5,Shrubland,13.7061
2021-2022,11,Lichens and Mosses,7,Grassland,9.5661
2021-2022,11,Lichens and Mosses,8,Cropland,24.5277
2021-2022,11,Lichens and Mosses,9,Wetland,1.9989
2021-2022,11,Lichens and Mosses,11,Lichens and Mosses,915.2766
2021-2022,11,Lichens and Mosses,12,Bareland,1.0503
2021-2022,11,Lichens and Mosses,13,Built-up,5.6952
2021-2022,11,Lichens and Mosses,15,Water,0.5238
2021-2022,11,Lichens and Mosses,16,Permanent ice and snow,0.0414
2021-2022,11,Lichens and Mosses,20,Forest,7.9812
2021-2022,12,Bareland,5,Shrubland,166.3659
2021-2022,12,Bareland,7,Grassland,223.4646
2021-2022,12,Bareland,8,Cropland,217.0674
2021-2022,12,Bareland,9,Wetland,1139.1147
2021-2022,12,Bareland,11,Lichens and Mosses,1.1295
2021-2022,12,Bareland,12,Bareland,1082493.1809
2021-2022,12,Bareland,13,Built-up,225.5274
2021-2022,12,Bareland,15,Water,36.2799
2021-2022,12,Bareland,16,Permanent ice and snow,4.3083
2021-2022,12,Bareland,20,Forest,32.0715
2021-2022,13,Built-up,5,Shrubland,940.3164
2021-2022,13,Built-up,7,Grassland,710.5707
2021-2022,13,Built-up,8,Cropland,6309.2556
2021-2022,13,Built-up,9,Wetland,75.0582
2021-2022,13,Built-up,11,Lichens and Mosses,10.6839
2021-2022,13,Built-up,12,Bareland,239.1363
2021-2022,13,Built-up,13,Built-up,110416.0302
2021-2022,13,Built-up,15,Water,26.1846
2021-2022,13,Built-up,16,Permanent ice and snow,1.4283
2021-2022,13,Built-up,20,Forest,534.987
2021-2022,15,Water,5,Shrubland,34.0434
2021-2022,15,Water,7,Grassland,2.6163
2021-2022,15,Water,8,Cropland,29.1519
2021-2022,15,Water,9,Wetland,902.2995
2021-2022,15,Water,11,Lichens and Mosses,0.5004
2021-2022,15,Water,12,Bareland,61.047
2021-2022,15,Water,13,Built-up,21.6468
2021-2022,15,Water,15,Water,3534469.416
2021-2022,15,Water,16,Permanent ice and snow,15.2406
2021-2022,15,Water,20,Forest,60.3738
2021-2022,16,Permanent ice and snow,5,Shrubland,15.0849
2021-2022,16,Permanent ice and snow,7,Grassland,1.9035
2021-2022,16,Permanent ice and snow,8,Cropland,1.6893
2021-2022,16,Permanent ice and snow,9,Wetland,0.0207
2021-2022,16,Permanent ice and snow,11,Lichens and Mosses,0.135
2021-2022,16,Permanent ice and snow,12,Bareland,12.7305
2021-2022,16,Permanent ice and snow,13,Built-up,1.7793
2021-2022,16,Permanent ice and snow,15,Water,19.8594
2021-2022,16,Permanent ice and snow,16,Permanent ice and snow,4577.4621
2021-2022,16,Permanent ice and snow,20,Forest,9.2871
2021-2022,20,Forest,5,Shrubland,1206.0648
2021-2022,20,Forest,7,Grassland,470.34
2021-2022,20,Forest,8,Cropland,2919.1293
2021-2022,20,Forest,9,Wetland,399.1698
2021-2022,20,Forest,11,Lichens and Mosses,10.4373
2021-2022,20,Forest,12,Bareland,27.5004
2021-2022,20,Forest,13,Built-up,405.2529
2021-2022,20,Forest,15,Water,47.5668
2021-2022,20,Forest,16,Permanent ice and snow,4.5693
2021-2022,20,Forest,20,Forest,1099292.3523
